epoch,beta_obj,alpha,train_total_loss,train_traj_loss,train_semi_loss,train_energy_drop_loss,train_fixed_point_loss,train_active_energy_drop_rate,train_mean_rollout_flow_norm_sq,val_one_step_transported_final_energy,val_one_step_energy_delta_vs_identity,val_one_step_fixed_point_residual_delta_vs_identity,val_configured_transported_final_energy,val_configured_energy_delta_vs_identity,val_configured_fixed_point_residual_delta_vs_identity,val_accuracy,val_output_mse
1,0.0,1.0,1.723069835402137e-05,4.623047554239582e-06,0.0,4.946899403650806e-05,2.4040229065476975e-06,0.1914955357142857,2.4040229065476975e-06,0.47675776926339186,-1.62878205737238e-05,-7.485197321449762e-08,0.4767783091652061,4.252081240496697e-06,3.3489380921397985e-08,0.12222222222222222,0.09535481141679313
2,0.0,1.0,1.551194896281412e-05,4.3764402097942516e-06,0.0,4.361463835920332e-05,2.318491632190346e-06,0.1739174107142857,2.318491632190346e-06,0.4642221084821431,-4.123369349962047e-05,-2.0593997277510096e-07,0.4642390074094148,-2.4334766227929183e-05,-1.1509527568130066e-07,0.15555555555555556,0.09285266843512854
3,0.0,1.0,1.4414294601477664e-05,4.185668744354235e-06,0.0,4.0012997286666764e-05,2.2537653545674094e-06,0.1591703869047619,2.2537653545674094e-06,0.45620112263640844,-5.5159371143642666e-05,-2.8122665835813134e-07,0.45621429136880953,-4.19906387425506e-05,-2.0926369361168925e-07,0.15925925925925927,0.09125125640151042
4,0.0,0.9413447860869009,1.3385012255028774e-05,3.6775532737829727e-06,1.2713276607904449e-08,3.793767347321119e-05,2.2304061294300297e-06,0.147890625,2.2304061294300297e-06,0.4508696567025387,-6.228809037900351e-05,-3.205795367331615e-07,0.45087949219705065,-5.245259586705853e-05,-2.6600487570930674e-07,0.1814814814814815,0.09018638895858354
5,0.0,0.5586552139130994,1.1007972017031143e-05,1.570390573253719e-06,2.5243072868276714e-07,3.68641912396342e-05,2.215336338688736e-06,0.1431547619047619,2.215336338688736e-06,0.4471821222830061,-6.582669974952715e-05,-3.403223888800641e-07,0.44718914213650723,-5.8806846248371514e-05,-3.007121562150828e-07,0.1925925925925926,0.08944958979655111
6,0.0,0.5,1.0531345507818629e-05,1.2795165802158322e-06,2.5924264858623236e-07,3.612398600390358e-05,2.2083242662690154e-06,0.13741815476190475,2.2083242662690154e-06,0.4444959183128615,-6.740108507607978e-05,-3.4897723115155416e-07,0.444500676076559,-6.264332137856377e-05,-3.2152047715474177e-07,0.1925925925925926,0.08891266387958752
7,0.0,0.5,1.033292218244605e-05,1.254447877664992e-06,2.591132190607767e-07,3.543027250989312e-05,2.209061773077775e-06,0.13413318452380954,2.209061773077775e-06,0.4424202453244738,-6.788610112956617e-05,-3.5130355170511786e-07,0.44242318975064737,-6.494167495602055e-05,-3.336518891442397e-07,0.2074074074074074,0.08849762628512067
8,0.0,0.5,1.0173421546614807e-05,1.2334519982796122e-06,2.590073292687354e-07,3.487492879937542e-05,2.2123734849134007e-06,0.13335193452380953,2.2123734849134007e-06,0.4407149190021334,-6.796621186866414e-05,-3.511255845628199e-07,0.44071637077093845,-6.651444306360332e-05,-3.415486544917955e-07,0.21481481481481482,0.0881565770428004
9,0.0,0.5,1.0045804024606272e-05,1.2125634245678409e-06,2.5888800579168244e-07,3.4443324585615095e-05,2.2240945363465628e-06,0.13095982142857143,2.2240945363465628e-06,0.43923599215240255,-6.805076377175423e-05,-3.506888908446596e-07,0.4392361833127327,-6.785960344163344e-05,-3.4790920373206614e-07,0.2222222222222222,0.08786080858323486
10,0.0,0.5,9.856706366027216e-06,1.1906124876616254e-06,2.5876126089524123e-07,3.3768385020152756e-05,2.2399762332740124e-06,0.13130208333333332,2.2399762332740124e-06,0.4378900579516183,-6.843023717689745e-05,-3.5146716917570995e-07,0.43788949277672284,-6.899541207233684e-05,-3.5279954409649767e-07,0.24814814814814815,0.08759169763775904
